recordid				Tax_id				g_id				gname				name1				Nucleotide sequence				Protein sequence				Protein Structures				Temperature class				Growth Temperature				Optimal Growth Temperature
2561				119219				48736				Ralstonia				Ralstonia metallidurans				731				6181				0				mesophilic				30¢XC				20C~37¢XC
2562				119227				101191				Methanomethylovorans				Methanomethylovorans victoriae				1				0				0												
2563				119348				48479				environmental samples				uncultured nitrogen-fixing bacterium				254				254				0												
2564				119434				56688				Halorubrum				Halorubrum tebenquichense				1				0				0				mesophilic				40¢XC				35C~50¢XC
2565				119532				44471				Microcoleus				Microcoleus vaginatus				66				0				0												
2566				119858				1386				Bacillus				Bacillus sonorensis				20				10				0												
2567				119861				2236				Halobacteriaceae				Haloalcalophilium				0				0				0												
2568				119862				119861				Haloalcalophilium				Haloalcalophilium atacamensis				1				0				0												
2569				120222				51968				environmental samples				uncultured korarchaeote pBA5				1				0				0												
2570				120424				120456				environmental samples				uncultured crenarchaeote pBA1				1				0				0												
2571				120425				120433				environmental samples				uncultured crenarchaeote pBA2				1				0				0												
2572				120426				120457				environmental samples				uncultured crenarchaeote pBA3				1				0				0												
2573				120433				2267				Thermoproteaceae				environmental samples				0				0				0												
2574				120456				2266				Thermoproteales				environmental samples				0				0				0												
2575				120457				132567				unclassified Desulfurococcaceae				environmental samples				0				0				0												
2576				120512				69483				unclassified Halobacteriaceae				halophilic archaeon PalaeII				1				0				0												
2577				120795				13687				Sphingomonas				Sphingomonas sp. LB126				2				14				0												
2578				120858				87828				environmental samples				uncultured epsilon proteobacterium				556				0				0												
2579				120916				48510				environmental samples				uncultured archaeon CRE-FL1a				1				0				0												
2580				120917				48510				environmental samples				uncultured archaeon CRE-FL2a				1				0				0												
2581				120918				48510				environmental samples				uncultured archaeon CRE-FL8a				1				0				0												
2582				120919				48510				environmental samples				uncultured archaeon CRE-FL11a				1				0				0												
2583				120920				48510				environmental samples				uncultured archaeon CRE-PA4a				1				0				0												
2584				120921				48510				environmental samples				uncultured archaeon CRE-PA5a				1				0				0												
2585				120922				48510				environmental samples				uncultured archaeon CRE-PA6a				1				0				0												
2586				120923				48510				environmental samples				uncultured archaeon CRE-PA8a				1				0				0												
2587				120924				48510				environmental samples				uncultured archaeon CRE-PA9a				1				0				0												
2588				120925				48510				environmental samples				uncultured archaeon CRE-PA10a				1				0				0												
2589				120926				48510				environmental samples				uncultured archaeon CRO-14a				1				0				0												
2590				120927				48510				environmental samples				uncultured archaeon CR-PA1a				1				0				0												
2591				120928				48510				environmental samples				uncultured archaeon CR-PA15a				1				0				0												
2592				120929				48510				environmental samples				uncultured archaeon CR-PA16a				1				0				0												
2593				120963				2172				Methanobrevibacter				Methanobrevibacter acididurans				1				0				0				mesophilic				35¢XC				
2594				120965				40903				environmental samples				uncultured planctomycete				570				0				0												
2595				121277				2276				Pyrobaculum				Pyrobaculum arsenaticum				1				0				0				hyperthermophilic								
2596				121278				2276				Pyrobaculum				Pyrobaculum sp. WIJ3				1				0				0												
2597				121614				69483				unclassified Halobacteriaceae				halophilic archaeon NaxosII				1				0				0												
2598				121760				48510				environmental samples				uncultured maize root archaeon ZmrA1				1				0				0												
2599				121761				48510				environmental samples				uncultured maize root archaeon ZmrA19				1				0				0												
2600				121762				48510				environmental samples				uncultured maize root archaeon ZmrA30				1				0				0												
2601				121763				48510				environmental samples				uncultured maize root archaeon ZmrA38				1				0				0												
2602				121764				48510				environmental samples				uncultured maize root archaeon ZmrA4				1				0				0												
2603				121765				48510				environmental samples				uncultured maize root archaeon ZmrA42				1				0				0												
2604				121871				2236				Halobacteriaceae				Haloterrigena				0				0				0												
2605				121872				121871				Haloterrigena				Haloterrigena thermotolerans				3				0				0				thermophilic				50¢XC				25C~60¢XC
2606				122093				2237				Haloarcula				Haloarcula marismortui subsp. marismortui				0				0				0				thermophilic				50¢XC				
2607				122420				2263				Thermococcus				Thermococcus sp. P6				1				0				0												
2608				122586				482				Neisseria				Neisseria meningitidis MC58				208				4106				0				mesophilic				36C~37¢XC				
2609				122587				482				Neisseria				Neisseria meningitidis Z2491				9				4130				0				mesophilic				36C~37¢XC				
2610				122866				1663				Arthrobacter				Arthrobacter keyseri				4				22				0												
2611				123502				469				Acinetobacter				Acinetobacter sp. M-1				7				21				0												
2612				123625				357				Agrobacterium				Agrobacterium sp. SKA40				1				0				0				mesophilic				25C~28¢XC				20C~28¢XC
2613				123626				357				Agrobacterium				Agrobacterium sp. SKA42				1				0				0				mesophilic				25C~28¢XC				20C~28¢XC
2614				123783				63742				Natrialba				Natrialba hulunbeirensis				1				0				0				thermophilic				50¢XC				20C~55¢XC
2615				123942				29287				Natronococcus				Natronococcus xinjiangense				1				0				0												
2616				123945				68359				environmental samples				uncultured marine euryarchaeote DH148-W1				1				0				0												
2617				123946				68359				environmental samples				uncultured marine euryarchaeote DH148-W24				1				0				0												
2618				123947				124424				environmental samples				uncultured marine euryarchaeote DH148-Y16				1				0				0												
2619				123948				124424				environmental samples				uncultured marine euryarchaeote DH148-Y2				1				0				0												
2620				123949				124424				environmental samples				uncultured marine euryarchaeote DH148-Y4				1				0				0												
2621				123950				124424				environmental samples				uncultured marine euryarchaeote DH148-Y15				1				0				0												
2622				123951				124424				environmental samples				uncultured marine euryarchaeote DH148-Y19				1				0				0												
2623				123952				124424				environmental samples				uncultured marine euryarchaeote DH148-Z1				1				0				0												
2624				124040				48510				environmental samples				uncultured archaeon Cas14#1				1				0				0												
2625				124041				48510				environmental samples				uncultured archaeon Cas14#2				1				0				0												
2626				124042				48510				environmental samples				uncultured archaeon Cas14#3				1				0				0												
2627				124043				48510				environmental samples				uncultured archaeon Cas14#4				1				0				0												
2628				124044				48510				environmental samples				uncultured archaeon Cas14#5				1				0				0												
2629				124045				48510				environmental samples				uncultured archaeon Cas14#6				1				0				0												
2630				124046				48510				environmental samples				uncultured archaeon Cas18#1				1				0				0												
2631				124047				48510				environmental samples				uncultured archaeon Cas18#2				1				0				0												
2632				124048				48510				environmental samples				uncultured archaeon Cas18#3				1				0				0												
2633				124049				48510				environmental samples				uncultured archaeon Cas18#4				1				0				0												
2634				124050				48510				environmental samples				uncultured archaeon Cas19#1				1				0				0												
2635				124051				48510				environmental samples				uncultured archaeon Cas19#2				1				0				0												
2636				124052				48510				environmental samples				uncultured archaeon Cas19#3				1				0				0												
2637				124053				48510				environmental samples				uncultured archaeon Cas19#4				1				0				0												
2638				124054				48510				environmental samples				uncultured archaeon Cas19#5				1				0				0												
2639				124055				48510				environmental samples				uncultured archaeon Cas19#6				1				0				0												
2640				124056				48510				environmental samples				uncultured archaeon Cas20#1				1				0				0												
2641				124057				48510				environmental samples				uncultured archaeon Cas20#2				1				0				0												
2642				124058				48510				environmental samples				uncultured archaeon Cas20#3				1				0				0												
2643				124059				48510				environmental samples				uncultured archaeon Cas20#4				1				0				0												
2644				124060				48510				environmental samples				uncultured archaeon Cas20#5				1				0				0												
2645				124076				357				Agrobacterium				Agrobacterium sp. kbc06				1				0				0				mesophilic				25C~28¢XC				20C~28¢XC
2646				124423				33867				unclassified Euryarchaeota				Marine Group IV				0				0				0												
2647				124424				124423				Marine Group IV				environmental samples				0				0				0												
2648				126486				48510				environmental samples				uncultured archaeon n1d				1				0				0												
2649				126487				48510				environmental samples				uncultured archaeon n41r				1				0				0												
2650				126734				81416				Methanofollis				Methanofollis aquaemaris				2				0				0				mesophilic				37¢XC				20C~43¢XC
2651				126740				2335				Thermotoga				Thermotoga sp. RQ2				369				41				0												
2652				127906				662				Vibrio				Vibrio cholerae O1				22				37				0				mesophilic				37¢XC				
2653				129789				63742				Natrialba				Natrialba aegyptia				1				0				0				mesophilic				37C~42¢XC				<=60¢XC
2654				129848				2160				Methanobacterium				Methanobacterium curvum				1				0				0												
2655				129910				35823				Arthrospira				Arthrospira maxima				2				13				0												
2656				129958				129957				Carboxydothermus				Carboxydothermus hydrogenoformans				99				105				0												
2657				130048				2256				Natronobacterium				Natronobacterium nitratireducens				1				0				0				mesophilic				36C~41¢XC				26C~44¢XC
2658				131152				85625				16SrV (Elm yellows group)				Flavescence doree phytoplasma				30				29				0												
2659				132469				1649				Kurthia				Kurthia sp. 538-KA26				3				11				0												
2660				132564				51967				Korarchaeota				korarchaeote SRI-306				1				0				0												
2661				132565				114378				Thermofiliaceae				unclassified Thermofiliaceae				0				0				0												
2662				132566				132565				unclassified Thermofiliaceae				Thermofiliaceae str. SRI-370				1				0				0												
2663				132567				2272				Desulfurococcaceae				unclassified Desulfurococcaceae				0				0				0												
2664				132568				132567				unclassified Desulfurococcaceae				Desulfurococcaceae str. SRI-465				1				0				0												
2665				132569				132565				unclassified Thermofiliaceae				Thermofiliaceae str. SRI-325				1				0				0												
2666				132570				33861				unclassified Crenarchaeota				crenarchaeote SRI-298				1				0				0												
2667				132936				48510				environmental samples				uncultured archaeon GA01				1				0				0												
2668				132937				48510				environmental samples				uncultured archaeon GA02				1				0				0												
2669				132938				48510				environmental samples				uncultured archaeon GA04				1				0				0												
2670				132939				48510				environmental samples				uncultured archaeon GA10				1				0				0												
2671				132940				48510				environmental samples				uncultured archaeon GA32				1				0				0												
2672				132941				48510				environmental samples				uncultured archaeon GA42				1				0				0												
2673				132942				48510				environmental samples				uncultured archaeon GA54				1				0				0												
2674				132943				48510				environmental samples				uncultured archaeon GA55				1				0				0												
2675				132944				48510				environmental samples				uncultured archaeon GA67				1				0				0												
2676				132945				48510				environmental samples				uncultured archaeon GA77				1				0				0												
2677				132946				48510				environmental samples				uncultured archaeon HA01				1				0				0												
2678				132947				48510				environmental samples				uncultured archaeon HA03				1				0				0												
2679				132948				48510				environmental samples				uncultured archaeon HA04				1				0				0												
2680				132949				48510				environmental samples				uncultured archaeon HA05				1				0				0												
2681				132950				48510				environmental samples				uncultured archaeon HA06				1				0				0												
2682				132951				48510				environmental samples				uncultured archaeon HA08				1				0				0												
2683				132952				48510				environmental samples				uncultured archaeon HA09				1				0				0												
2684				132953				48510				environmental samples				uncultured archaeon HA10				1				0				0												
2685				132954				48510				environmental samples				uncultured archaeon HA11				1				0				0												
2686				132955				48510				environmental samples				uncultured archaeon HA19				1				0				0												
2687				132956				48510				environmental samples				uncultured archaeon HA25				1				0				0												
2688				132957				48510				environmental samples				uncultured archaeon HA48				1				0				0												
2689				132958				48510				environmental samples				uncultured archaeon HA55				1				0				0												
2690				133406				1696				Brevibacterium				Brevibacterium sp. HCU				2				15				0												
2691				133505				374				Bradyrhizobium				Bradyrhizobium sp. WM9				4				41				0												
2692				133804				47936				environmental samples				uncultured proteobacterium EBAC31A08				2				122				0												
2693				133814				33867				unclassified Euryarchaeota				Marine Group II				0				0				0												
2694				133815				133814				Marine Group II				environmental samples				0				0				0												
2695				133822				133815				environmental samples				uncultured marine group II euryarchaeote 37F11				1				38				0												
2696				133843				357				Agrobacterium				Agrobacterium sp. IrT-JG14-14				1				0				0				mesophilic				25C~28¢XC				20C~28¢XC
2697				133844				357				Agrobacterium				Agrobacterium sp. IrT-JG14-24				1				0				0				mesophilic				25C~28¢XC				20C~28¢XC
2698				133845				357				Agrobacterium				Agrobacterium sp. IrT-JG14-33				1				0				0				mesophilic				25C~28¢XC				20C~28¢XC
2699				134459				48510				environmental samples				uncultured archaeon DGGE band PSARC-1				1				0				0												
2700				134460				48510				environmental samples				uncultured archaeon DGGE band PSARC-2				1				0				0												
2701				134537				32008				Burkholderia				Burkholderia fungorum				480				7918				0												
2702				134676				1865				Actinoplanes				Actinoplanes sp. 50/110				2				13				0												
2703				134813				2236				Halobacteriaceae				Natronorubrum				0				0				0												
2704				134814				134813				Natronorubrum				Natronorubrum sp. Wadi Natrun-19				1				0				0												
2705				134815				134813				Natronorubrum				Natronorubrum sp. Tenzan-10				3				2				0												
2706				134821				2129				Ureaplasma				Ureaplasma parvum				2				234				0												
2707				134869				48510				environmental samples				uncultured archaeon KNIA11				1				0				0												
2708				134870				48510				environmental samples				uncultured archaeon KNIA12				1				0				0												
2709				134871				48510				environmental samples				uncultured archaeon KNIA13				1				0				0												
2710				134872				48510				environmental samples				uncultured archaeon KNIA14				1				0				0												
2711				134873				48510				environmental samples				uncultured archaeon KNIA15				1				0				0												
2712				134989				68359				environmental samples				uncultured euryarchaeote June4.75-16				1				0				0												
2713				135191				2263				Thermococcus				Thermococcus sp. TK1				2				1				0												
2714				135403				357				Agrobacterium				Agrobacterium sp. Sws				1				0				0				mesophilic				25C~28¢XC				20C~28¢XC
2715				135405				98198				environmental samples				uncultured archaeon EnvI-181				1				0				0												
2716				135406				98198				environmental samples				uncultured archaeon EnvI-182				1				0				0												
2717				135407				98198				environmental samples				uncultured archaeon EnvI-184				1				0				0												
2718				135408				69483				unclassified Halobacteriaceae				mixed culture haloarchaeon YE.LI-230				1				0				0												
2719				135409				69483				unclassified Halobacteriaceae				mixed culture haloarchaeon CLI-248				1				0				0												
2720				135410				69483				unclassified Halobacteriaceae				mixed culture haloarchaeon CLI-250				1				0				0												
2721				135411				69483				unclassified Halobacteriaceae				mixed culture haloarchaeon CLI-257				1				0				0												
2722				135412				69483				unclassified Halobacteriaceae				mixed culture haloarchaeon CLI-265				1				0				0												
2723				135413				69483				unclassified Halobacteriaceae				mixed culture haloarchaeon CDI-271				1				0				0												
2724				135414				69483				unclassified Halobacteriaceae				mixed culture haloarchaeon CDII-272				1				0				0												
2725				135415				69483				unclassified Halobacteriaceae				mixed culture haloarchaeon CDIII-273				1				0				0												
2726				135416				69483				unclassified Halobacteriaceae				mixed culture haloarchaeon CDI-276				1				0				0												
2727				135497				97930				environmental samples				uncultured haloarchaeon EnvI-184				1				0				0												
2728				135498				97930				environmental samples				uncultured haloarchaeon EnvI-181				1				0				0												
2729				135499				97930				environmental samples				uncultured haloarchaeon EnvI-182				1				0				0												
2730				135500				97930				environmental samples				uncultured haloarchaeon YE.LI-230				1				0				0												
2731				135501				97930				environmental samples				uncultured haloarchaeon CLI-248				1				0				0												
2732				135502				97930				environmental samples				uncultured haloarchaeon CDI-271				1				0				0												
2733				135503				97930				environmental samples				uncultured haloarchaeon CDII-272				1				0				0												
2734				135504				97930				environmental samples				uncultured haloarchaeon CDIII-273				1				0				0												
2735				135505				97930				environmental samples				uncultured haloarchaeon CLI-250				1				0				0												
2736				135506				97930				environmental samples				uncultured haloarchaeon CLI-257				1				0				0												
2737				135835				469				Acinetobacter				Acinetobacter sp. SE19				1				13				0												
2738				135836				69483				unclassified Halobacteriaceae				haloarchaeon S8a				1				2				0												
2739				136143				48479				environmental samples				uncultured eubacterium pIE1115				2				22				0												
2740				136631				48510				environmental samples				uncultured archaeon A016				1				0				0												
2741				136632				48510				environmental samples				uncultured archaeon A140				1				0				0												
2742				136633				48510				environmental samples				uncultured archaeon A145				1				0				0												
2743				136634				48510				environmental samples				uncultured archaeon A148				1				0				0												
2744				136635				48510				environmental samples				uncultured archaeon A151				1				0				0												
2745				136636				48510				environmental samples				uncultured archaeon A153				1				0				0												
2746				136637				48510				environmental samples				uncultured archaeon A154				1				0				0												
2747				136638				48510				environmental samples				uncultured archaeon A157				1				0				0												
2748				136639				48510				environmental samples				uncultured archaeon A174				1				0				0												
2749				136640				48510				environmental samples				uncultured archaeon A175				1				0				0												
2750				136641				48510				environmental samples				uncultured archaeon A177				1				0				0												
2751				136642				48510				environmental samples				uncultured archaeon A178				1				0				0												
2752				136703				48479				environmental samples				uncultured rumen bacterium				824				3				0												
2753				137044				48510				environmental samples				unidentified archaeon H1-K2				1				0				0												
2754				137045				48510				environmental samples				unidentified archaeon H1-K19				1				0				0												
2755				137046				48510				environmental samples				unidentified archaeon H1-K16				1				0				0												
2756				137047				48510				environmental samples				unidentified archaeon H1-K9				1				0				0												
2757				137048				48510				environmental samples				unidentified archaeon H1-B1				1				0				0												
2758				137049				48510				environmental samples				unidentified archaeon H6-B1				1				0				0												
2759				137050				48510				environmental samples				unidentified archaeon H6-K5				1				0				0												
2760				137051				48510				environmental samples				unidentified archaeon H6-K6				1				0				0												
2761				137052				48510				environmental samples				unidentified archaeon S3-K5				1				0				0												
2762				137053				48510				environmental samples				unidentified archaeon S3-K25				1				0				0												
2763				137054				48510				environmental samples				unidentified archaeon S3-K9				1				0				0												
2764				137055				48510				environmental samples				unidentified archaeon S3-K15				1				0				0												
2765				137056				48510				environmental samples				unidentified archaeon S3-K14				1				0				0												
2766				137628				48510				environmental samples				uncultured archaeon pPCA2.4				1				0				0												
2767				137629				48510				environmental samples				uncultured archaeon pPCA4.4				1				0				0												
2768				137630				48510				environmental samples				uncultured archaeon pPCA4.9				1				0				0												
2769				137631				48510				environmental samples				uncultured archaeon pPCA4.21				1				0				0												
2770				137632				48510				environmental samples				uncultured archaeon pPCA7.6				1				0				0												
2771				137633				48510				environmental samples				uncultured archaeon pPCA7.13				1				0				0												
2772				137634				48510				environmental samples				uncultured archaeon pPCA7.17				1				0				0												
2773				137635				48510				environmental samples				uncultured archaeon pPCA7.34				1				0				0												
2774				137636				48510				environmental samples				uncultured archaeon pPCA7.8				1				0				0												
2775				137637				48510				environmental samples				uncultured archaeon pPCA7.21				1				0				0												
2776				137638				48510				environmental samples				uncultured archaeon pPCA7.30				1				0				0												
2777				137639				48510				environmental samples				uncultured archaeon pPCA8.3				1				0				0												
2778				137640				48510				environmental samples				uncultured archaeon pPCA12.6				1				0				0												
2779				137641				48510				environmental samples				uncultured archaeon pPCA13.4				1				0				0												
2780				137642				48510				environmental samples				uncultured archaeon pPCA15.21				1				0				0												
2781				137643				48510				environmental samples				uncultured archaeon pPCA10.1				1				0				0												
2782				137644				48510				environmental samples				uncultured archaeon pPCA13.5				1				0				0												
2783				137645				48510				environmental samples				uncultured archaeon pPCA14.16				1				0				0												
2784				137646				48510				environmental samples				uncultured archaeon pPCA14.17				1				0				0												
2785				137647				48510				environmental samples				uncultured archaeon pPCA14.18				1				0				0												
2786				137648				48510				environmental samples				uncultured archaeon pPCA14.41				1				0				0												
2787				137649				48510				environmental samples				uncultured archaeon pPCA17.1				1				0				0												
2788				137650				48510				environmental samples				uncultured archaeon pPCA12.14				1				0				0												
2789				137651				48510				environmental samples				uncultured archaeon pPCA19.6				1				0				0												
2790				138071				338				Xanthomonas				Xanthomonas sp. W17				1				15				0												
2791				138293				28033				Sulfobacillus				yellowstonensis				1				0				0				thermophilic				60¢XC				40C~80¢XC
2792				138615				63742				Natrialba				Natrialba sp. Tunisia HMg-25				1				0				0												
2793				138616				63742				Natrialba				Natrialba sp. Tunisia HMg-27				1				0				0												
2794				138677				83553				Chlamydophila pneumoniae				Chlamydophila pneumoniae J138				6				2138				0				mesophilic				37¢XC				
2795				138903				2233				Archaeoglobus				Archaeoglobus lithotrophicus				4				1				0				hyperthermophilic				85¢XC				
2796				139207				2263				Thermococcus				Thermococcus alcaliphilus				3				0				0				hyperthermophilic				85¢XC				56C~90¢XC
2797				139409				2184				Methanococcus				Methanococcus sp. P2F9701a				1				0				0				mesophilic				37¢XC				30C~42¢XC
2798				140098				32008				Burkholderia				Burkholderia sp. NK8				2				14				0												
2799				140195				48510				environmental samples				uncultured archaeon 22C				1				1				0												
2800				140196				48510				environmental samples				uncultured archaeon 26A				1				1				0												
2801				140197				48510				environmental samples				uncultured archaeon 27A				1				1				0												
2802				140198				48510				environmental samples				uncultured archaeon 27D				1				1				0												
2803				140199				48510				environmental samples				uncultured archaeon 27				1				1				0												
2804				140200				48510				environmental samples				uncultured archaeon 15A				1				1				0												
2805				140201				48510				environmental samples				uncultured archaeon 20D				1				1				0												
2806				140202				48510				environmental samples				uncultured archaeon 17B				1				0				0												
2807				140203				48510				environmental samples				uncultured archaeon 20B				1				1				0												
2808				140204				48510				environmental samples				uncultured archaeon 70A				1				0				0												
2809				140205				48510				environmental samples				uncultured archaeon 71C				1				0				0												
2810				140206				48510				environmental samples				uncultured archaeon 71A				1				0				0												
2811				140207				48510				environmental samples				uncultured archaeon 76A				1				0				0												
2812				140208				48510				environmental samples				uncultured archaeon 73D				1				0				0												
2813				140209				48510				environmental samples				uncultured archaeon 73A				1				0				0												
2814				140210				48510				environmental samples				uncultured archaeon 66D				1				0				0												
2815				140211				48510				environmental samples				uncultured archaeon 60B				1				0				0												
2816				140212				48510				environmental samples				uncultured archaeon 63D				1				0				0												
2817				140213				48510				environmental samples				uncultured archaeon 64D				1				0				0												
2818				140214				48510				environmental samples				uncultured archaeon 65B				1				0				0												
2819				140215				48510				environmental samples				uncultured archaeon 61D				1				0				0												
2820				140216				48510				environmental samples				uncultured archaeon 61B				1				0				0												
2821				140217				48510				environmental samples				uncultured archaeon 65C				1				0				0												
2822				140218				48510				environmental samples				uncultured archaeon 94B				1				1				0												
2823				140219				48510				environmental samples				uncultured archaeon 91B				1				1				0												
2824				140220				48510				environmental samples				uncultured archaeon 95A				1				1				0												
2825				140221				48510				environmental samples				uncultured archaeon 93A				1				1				0												
2826				140222				48510				environmental samples				uncultured archaeon 94D				1				1				0												
2827				140223				48510				environmental samples				uncultured archaeon 90C				1				1				0												
2828				140224				48510				environmental samples				uncultured archaeon 80B				1				1				0												
2829				140225				48510				environmental samples				uncultured archaeon 83D				1				1				0												
2830				140226				48510				environmental samples				uncultured archaeon 85A				1				1				0												
2831				140227				48510				environmental samples				uncultured archaeon 84C				1				0				0												
2832				140228				48510				environmental samples				uncultured archaeon 82D				1				1				0												
2833				140229				48510				environmental samples				uncultured archaeon 101B				1				0				0												
2834				140230				48510				environmental samples				uncultured archaeon 103D				1				0				0												
2835				140231				48510				environmental samples				uncultured archaeon 102A				1				0				0												
2836				140232				48510				environmental samples				uncultured archaeon 113C				1				0				0												
2837				140233				48510				environmental samples				uncultured archaeon 142C				1				0				0												
2838				140234				48510				environmental samples				uncultured archaeon 130D				1				0				0												
2839				140235				48510				environmental samples				uncultured archaeon 112D				1				0				0												
2840				140236				48510				environmental samples				uncultured archaeon 145B				1				0				0												
2841				140245				48510				environmental samples				uncultured archaeon SAGMA-A				1				0				0												
2842				140246				48510				environmental samples				uncultured archaeon SAGMA-B				1				0				0												
2843				140247				48510				environmental samples				uncultured archaeon SAGMA-C				1				0				0												
2844				140248				48510				environmental samples				uncultured archaeon SAGMA-D				1				0				0												
2845				140249				48510				environmental samples				uncultured archaeon SAGMA-E				1				0				0												
2846				140250				48510				environmental samples				uncultured archaeon SAGMA-F				1				0				0												
2847				140251				48510				environmental samples				uncultured archaeon SAGMA-G				1				0				0												
2848				140252				48510				environmental samples				uncultured archaeon SAGMA-H				1				0				0												
2849				140253				48510				environmental samples				uncultured archaeon SAGMA-I				1				0				0												
2850				140254				48510				environmental samples				uncultured archaeon SAGMA-J				1				0				0												
2851				140255				48510				environmental samples				uncultured archaeon SAGMA-J2				1				0				0												
2852				140256				48510				environmental samples				uncultured archaeon SAGMA-K				1				0				0												
2853				140257				48510				environmental samples				uncultured archaeon SAGMA-L				1				0				0												
2854				140258				48510				environmental samples				uncultured archaeon SAGMA-M				1				0				0												
2855				140259				48510				environmental samples				uncultured archaeon SAGMA-N				1				0				0												
2856				140260				48510				environmental samples				uncultured archaeon SAGMA-O				1				0				0												
2857				140261				48510				environmental samples				uncultured archaeon SAGMA-P				1				0				0												
2858				140262				48510				environmental samples				uncultured archaeon SAGMA-Q				1				0				0												
2859				140263				48510				environmental samples				uncultured archaeon SAGMA-R				1				0				0												
2860				140264				48510				environmental samples				uncultured archaeon SAGMA-S				1				0				0												
2861				140265				48510				environmental samples				uncultured archaeon SAGMA-T				1				0				0												
2862				140266				48510				environmental samples				uncultured archaeon SAGMA-U				1				0				0												
2863				140267				48510				environmental samples				uncultured archaeon SAGMA-V				1				0				0												
2864				140268				48510				environmental samples				uncultured archaeon SAGMA-W				1				0				0												
2865				140269				48510				environmental samples				uncultured archaeon SAGMA-X				1				0				0												
2866				140270				48510				environmental samples				uncultured archaeon SAGMA-Y				1				0				0												
2867				140271				48510				environmental samples				uncultured archaeon SAGMA-Z				1				0				0												
2868				140272				48510				environmental samples				uncultured archaeon SAGMA-1				1				0				0												
2869				140273				48510				environmental samples				uncultured archaeon SAGMA-2				1				0				0												
2870				140274				48510				environmental samples				uncultured archaeon SAGMA-3				1				0				0												
2871				140275				48510				environmental samples				uncultured archaeon SAGMA-4				1				0				0												
2872				140276				48510				environmental samples				uncultured archaeon SAGMA-6				1				0				0												
2873				140277				48510				environmental samples				uncultured archaeon SAGMA-7				1				0				0												
2874				140278				48510				environmental samples				uncultured archaeon SAGMA-8				1				0				0												
2875				140279				48510				environmental samples				uncultured archaeon SAGMA-9				1				0				0												
2876				140280				48510				environmental samples				uncultured archaeon SAGMA-10				1				0				0												
2877				140281				48510				environmental samples				uncultured archaeon SAGMA-11				1				0				0												
2878				140282				48510				environmental samples				uncultured archaeon SAGMA-12				1				0				0												
2879				140283				48510				environmental samples				uncultured archaeon SAGMA-13				1				0				0												
2880				140284				48510				environmental samples				uncultured archaeon SAGMA-14				1				0				0												
2881				140285				48510				environmental samples				uncultured archaeon SAGMA-15				1				0				0												
2882				140286				48510				environmental samples				uncultured archaeon SAGMA-16				1				0				0												
2883				140287				48510				environmental samples				uncultured archaeon SAGMA-17				1				0				0												
2884				140437				1883				Streptomyces				Streptomyces sp. R1128				1				16				0												
2885				140614				68359				environmental samples				uncultured Green Bay ferromanganous micronodule archaeon ARF3				1				0				0												
2886				140615				68359				environmental samples				uncultured Green Bay ferromanganous micronodule archaeon ARG4				1				0				0												
2887				140616				68359				environmental samples				uncultured Green Bay ferromanganous micronodule archaeon ARB5				1				0				0												
2888				140617				68359				environmental samples				uncultured Green Bay ferromanganous micronodule archaeon ARC3				1				0				0												
2889				140618				48509				environmental samples				uncultured Green Bay ferromanganous micronodule archaeon ARA7				1				0				0												
2890				140619				48509				environmental samples				uncultured Green Bay ferromanganous micronodule archaeon ARC12				1				0				0												
2891				141012				48510				environmental samples				uncultured archaeon SYA_2000_2				1				0				0												
2892				141013				48510				environmental samples				uncultured archaeon SYA_2000_5				1				0				0												
2893				141014				48510				environmental samples				uncultured archaeon SYA_2000_6				1				0				0												
2894				141015				48510				environmental samples				uncultured archaeon SYA_2000_7				1				0				0												
2895				141016				48510				environmental samples				uncultured archaeon SYA_2000_8				1				0				0												
2896				141017				48510				environmental samples				uncultured archaeon SYA_2000_9				1				0				0												
2897				141018				48510				environmental samples				uncultured archaeon SYA_2000_10				1				0				0												
2898				141019				48510				environmental samples				uncultured archaeon SYA_2000_11				1				0				0												
2899				141020				48510				environmental samples				uncultured archaeon SYA_2000_12				1				0				0												
2900				141021				48510				environmental samples				uncultured archaeon SYA_2000_13				1				0				0												
2901				141022				48510				environmental samples				uncultured archaeon SYA_2000_14				1				0				0												
2902				141023				48510				environmental samples				uncultured archaeon SYA_2000_15				1				0				0												
2903				141024				48510				environmental samples				uncultured archaeon SYA_2000_16				1				0				0												
2904				141025				48510				environmental samples				uncultured archaeon SYA_2000_17				1				0				0												
2905				141026				48510				environmental samples				uncultured archaeon SYA_2000_18				1				0				0												
2906				141027				48510				environmental samples				uncultured archaeon SYA_2000_19				1				0				0												
2907				141028				48510				environmental samples				uncultured archaeon SYA_2000_20				1				0				0												
2908				141029				48510				environmental samples				uncultured archaeon SYA_2000_21				1				0				0												
2909				141030				48510				environmental samples				uncultured archaeon SYA_2000_24				1				0				0												
2910				141031				48510				environmental samples				uncultured archaeon SYA_2000_26				1				0				0												
2911				141032				48510				environmental samples				uncultured archaeon SYA_2000_27				1				0				0												
2912				141033				48510				environmental samples				uncultured archaeon SYA_2000_28				1				0				0												
2913				141034				48510				environmental samples				uncultured archaeon SYA_2000_30				1				0				0												
2914				141035				48510				environmental samples				uncultured archaeon SYA_2000_31				1				0				0												
2915				141036				48510				environmental samples				uncultured archaeon SYA_2000_32				1				0				0												
2916				141037				48510				environmental samples				uncultured archaeon SYA_2000_35				1				0				0												
